Date,Open,High,Low,Close,Volume
2024-04-22,9350,9400,9010,9070,12845
2024-04-23,9170,9200,9000,9040,8240
2024-04-24,9140,9200,8960,9090,5467
2024-04-25,9120,9180,9020,9050,5208
2024-04-26,9050,9100,9000,9000,12653
2024-04-29,9000,9110,9000,9040,5599
2024-04-30,9040,9230,9030,9120,10384
2024-05-02,9050,9200,9030,9110,6113
2024-05-03,9170,9370,9050,9290,8222
2024-05-07,9290,9330,9090,9150,13682
2024-05-08,9150,9260,9130,9210,3892
2024-05-09,9210,9310,9140,9200,6315
2024-05-10,9280,9280,9120,9220,5256
2024-05-13,9220,9220,9070,9080,8515
2024-05-14,9180,9190,9070,9140,12252
2024-05-16,9190,9190,9090,9120,6817
2024-05-17,9200,9200,9060,9080,9473
2024-05-20,9180,9180,8980,9050,4072
2024-05-21,9060,9060,8880,8880,26986
2024-05-22,8890,9000,8840,8990,6343
2024-05-23,8990,8990,8880,8930,2794
2024-05-24,8990,8990,8850,8920,5583
2024-05-27,9080,9080,8790,8850,10675
2024-05-28,8990,8990,8870,8900,6073
2024-05-29,8990,8990,8800,8810,6298
2024-05-30,8970,8970,8790,8790,8207
2024-05-31,8880,8970,8790,8870,4453
2024-06-03,9110,9110,8850,8870,2571
2024-06-04,8800,9000,8770,8810,7691
2024-06-05,8850,9100,8730,8800,7355
2024-06-07,8770,8850,8760,8770,6001
2024-06-10,8750,8750,8590,8620,17169
2024-06-11,8650,8650,8250,8410,29702
2024-06-12,8410,8450,8100,8220,49277
2024-06-13,8220,8450,8200,8340,12152
2024-06-14,8250,8410,8150,8230,8588
2024-06-17,8150,8210,8110,8210,13786
2024-06-18,8150,8220,8080,8130,19381
2024-06-19,8150,8160,8060,8070,10242
2024-06-20,8140,8220,8060,8190,14263
2024-06-21,8140,8230,8120,8150,3783
2024-06-24,8150,8340,8090,8120,10086
2024-06-25,8020,8280,7980,8070,12526
2024-06-26,7990,8100,7990,8060,10121
2024-06-27,8030,10220,8030,8690,1634407
2024-06-28,8520,8620,8310,8360,123169
2024-07-01,8390,8670,8230,8250,68677
2024-07-02,8250,8370,8180,8250,31280
2024-07-03,8260,8640,8250,8360,473446
2024-07-04,8350,8440,8270,8370,24991
2024-07-05,8320,8630,8320,8430,20809
2024-07-08,8390,8540,8390,8510,20892
2024-07-09,8480,8700,8480,8690,26073
2024-07-10,8740,8740,8530,8590,17208
2024-07-11,8590,8590,8370,8420,23587
2024-07-12,8340,8510,8340,8420,11040
2024-07-15,8360,8420,8240,8350,14617
2024-07-16,8240,8440,8240,8320,6943
2024-07-17,8250,8340,8150,8240,18245
2024-07-18,8170,8300,8150,8220,10006
2024-07-19,8220,8280,8150,8260,5784
2024-07-22,8220,8350,8030,8090,13948
2024-07-23,8030,8150,7970,7990,21563
2024-07-24,7990,8030,7950,7970,8967
2024-07-25,7930,7930,7730,7790,25540
2024-07-26,7720,7850,7710,7850,9129
2024-07-29,7930,8000,7850,7930,2456
2024-07-30,7940,8010,7840,7990,5362
2024-07-31,7910,7980,7850,7930,4332
2024-08-01,7850,8060,7800,8050,7703
2024-08-02,8010,8050,7780,7780,8120
2024-08-05,7770,7770,6760,6970,73662
2024-08-06,6800,7210,6800,7060,26216
2024-08-07,6980,7280,6980,7210,7871
2024-08-08,7020,7430,7020,7240,8300
2024-08-09,7210,7330,7160,7240,7290
2024-08-12,7170,7490,7170,7440,10119
2024-08-13,7370,7490,7280,7370,2962
2024-08-14,7300,7550,7300,7470,7174
2024-08-16,7480,7600,7420,7480,9451
2024-08-19,7430,7600,7350,7350,2993
2024-08-20,7310,7500,7310,7500,4739
2024-08-21,7630,7630,7360,7410,6175
2024-08-22,7340,7490,7340,7410,4126
2024-08-23,7340,7520,7340,7490,4160
2024-08-26,7640,7640,7440,7490,2591
2024-08-27,7420,7530,7400,7520,3722
2024-08-28,7450,7660,7420,7420,7219
2024-08-29,7370,7490,7250,7300,4221
2024-08-30,7260,7460,7260,7410,4819
2024-09-02,7410,7480,7310,7410,2190
2024-09-03,7430,7490,7240,7240,6076
2024-09-04,7210,7240,7000,7100,20451
2024-09-05,7200,7360,6940,7000,10087
2024-09-06,7070,7070,6860,6890,8878
2024-09-09,6800,7120,6760,7120,11157
2024-09-10,7100,7200,6860,7200,25166
2024-09-11,7190,7190,6980,6990,12760
2024-09-12,7010,7150,6920,7070,8223
2024-09-13,7060,7200,7060,7190,5077
2024-09-19,7120,7250,7120,7220,9034
2024-09-20,7220,7300,7200,7250,8603
2024-09-23,7300,7330,7180,7320,7753
2024-09-24,7360,7520,7320,7420,22125
2024-09-25,7400,7560,7400,7510,15597
2024-09-26,7570,7570,7400,7500,11866
2024-09-27,7500,7590,7420,7540,5118
2024-09-30,7600,7600,7140,7310,9755
2024-10-02,7290,7480,7210,7350,4163
2024-10-04,7360,7520,7340,7350,2878
2024-10-07,7350,7430,7210,7370,3190
2024-10-08,7290,7420,7290,7370,3379
2024-10-10,7440,7440,7110,7240,11237
2024-10-11,7240,7320,7010,7320,5902
2024-10-14,7260,7290,7210,7290,4292
2024-10-15,7330,7390,7280,7380,5481
2024-10-16,7310,7390,7250,7260,3439
2024-10-17,7220,8960,7220,7330,953657
2024-10-18,7230,7400,7230,7270,27403
2024-10-21,7250,7310,7100,7280,20607
2024-10-22,7280,7500,7170,7210,11922
2024-10-23,7200,7350,7130,7220,10362
2024-10-24,7150,7240,7150,7170,5554
2024-10-25,7140,7220,7020,7030,6304
2024-10-28,7010,7780,7010,7160,118705
2024-10-29,7140,7220,7100,7200,6306
2024-10-30,7180,7220,7070,7170,10326
2024-10-31,7100,7170,7060,7160,3557
2024-11-01,7200,7200,7090,7110,2420
2024-11-04,7090,7190,7090,7140,3643
